   4865.42       1.5E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Do         5/2-7/2  6.00E+06 2.84E-02 2.73E+00  -0.7685     3    131988.05 -   152535.50 001
   4883.18       1.5E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Do         5/2-5/2  2.39E+07 8.56E-02 8.26E+00  -0.2894     3    131988.05 -   152460.80 001
   4890.15       1.5E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Do         5/2-3/2  1.45E+07 3.46E-02 3.34E+00  -0.6826     3    131988.05 -   152431.60 001
   4895.536      2.1E-02  Si II      E1                   3s2.(1S).4d-3s.3p.(3Po).4s                        2D-2Po         3/2-1/2  6.63E+06 1.19E-02 7.68E-01  -1.3218     3    101023.05 -   121444.12 001
   4896.76       1.5E-01  Si II      E1                   3s2.(1S).5p-3s2.(1S).9s                          2Po-2S          1/2-1/2  1.91E+06 6.88E-03 2.22E-01  -1.8612     3    103860.74 -   124276.70 001
   4902.65       1.5E-01  Si II      E1                   3s2.(1S).5p-3s2.(1S).9s                          2Po-2S          3/2-1/2  3.81E+06 6.87E-03 4.44E-01  -1.5608     3    103885.25 -   124276.70 001
   4907.04       1.5E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Do         7/2-7/2  3.51E+07 1.27E-01 1.64E+01   0.0059     3    132162.29 -   152535.50 001
   4925.10       1.5E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Do         7/2-5/2  7.71E+06 2.10E-02 2.73E+00  -0.7738     3    132162.29 -   152460.80 001
   4977.872      2.2E-02  Si II      E1                        3s.3p2-3s2.(1S).5p                           2P-2Po         1/2-3/2  1.29E+04 9.62E-05 3.15E-03  -3.7157     3     83801.95 -   103885.25 001
   4983.955      2.2E-02  Si II      E1                        3s.3p2-3s2.(1S).5p                           2P-2Po         1/2-1/2  5.16E+04 1.92E-04 6.31E-03  -3.4152     3     83801.95 -   103860.74 001
   5028.529      2.3E-02  Si II      E1                        3s.3p2-3s2.(1S).5p                           2P-2Po         3/2-3/2  6.28E+04 2.38E-04 1.58E-02  -3.0212     3     84004.26 -   103885.25 001
   5034.735      2.3E-02  Si II      E1                        3s.3p2-3s2.(1S).5p                           2P-2Po         3/2-1/2  2.50E+04 4.76E-05 3.15E-03  -3.7207     3     84004.26 -   103860.74 001
   5041.024      2.3E-02  Si II      E1                   3s2.(1S).4p-3s2.(1S).4d                          2Po-2D          1/2-3/2  1.18E+08 8.98E-01 2.98E+01   0.2543     3     81191.34 -   101023.05 001
   5055.984      2.3E-02  Si II      E1                   3s2.(1S).4p-3s2.(1S).4d                          2Po-2D          3/2-5/2  1.40E+08 8.06E-01 5.37E+01   0.5083     3     81251.32 -   101024.35 001
   5056.316      2.3E-02  Si II      E1                   3s2.(1S).4p-3s2.(1S).4d                          2Po-2D          3/2-3/2  2.33E+07 8.95E-02 5.96E+00  -0.4460     3     81251.32 -   101023.05 001
